,GEO_NAME,County_Population
914,"Finney County, KS",36957
915,"Ford County, KS",34484
916,"Franklin County, KS",25563
917,"Geary County, KS",34895
918,"Gove County, KS",2619
919,"Graham County, KS",2545
920,"Grant County, KS",7616
921,"Gray County, KS",6037
922,"Greeley County, KS",1200
923,"Greenwood County, KS",6156
924,"Hamilton County, KS",2616
925,"Harper County, KS",5673
926,"Harvey County, KS",34555
927,"Haskell County, KS",4047
928,"Hodgeman County, KS",1842
929,"Jackson County, KS",13318
930,"Jefferson County, KS",18888
931,"Jewell County, KS",2916
932,"Johnson County, KS",585502
933,"Kearny County, KS",3932
934,"Kingman County, KS",7470
935,"Kiowa County, KS",2526
936,"Labette County, KS",20367
937,"Lane County, KS",1642
938,"Leavenworth County, KS",80042
939,"Lincoln County, KS",3097
940,"Linn County, KS",9635
941,"Logan County, KS",2810
942,"Lyon County, KS",33299
943,"McPherson County, KS",28630
944,"Marion County, KS",12032
945,"Marshall County, KS",9798
946,"Meade County, KS",4261
947,"Miami County, KS",33127
948,"Mitchell County, KS",6222
949,"Montgomery County, KS",32970
950,"Morris County, KS",5566
951,"Morton County, KS",2838
952,"Nemaha County, KS",10104
953,"Neosho County, KS",16125
954,"Ness County, KS",2955
955,"Norton County, KS",5486
956,"Osage County, KS",15882
957,"Osborne County, KS",3603
958,"Ottawa County, KS",5902
959,"Pawnee County, KS",6709
960,"Phillips County, KS",5408
961,"Pottawatomie County, KS",23545
962,"Pratt County, KS",9582
963,"Rawlins County, KS",2509
964,"Reno County, KS",63101
965,"Republic County, KS",4686
966,"Rice County, KS",9762
967,"Riley County, KS",75296
968,"Rooks County, KS",5118
969,"Rush County, KS",3102
970,"Russell County, KS",6977
971,"Saline County, KS",54977
972,"Scott County, KS",4949
973,"Sedgwick County, KS",512064
974,"Seward County, KS",22692
975,"Shawnee County, KS",178284
976,"Sheridan County, KS",2506
977,"Sherman County, KS",5966
978,"Smith County, KS",3663
979,"Stafford County, KS",4214
980,"Stanton County, KS",2063
981,"Stevens County, KS",5686
982,"Sumner County, KS",23208
983,"Thomas County, KS",7824
984,"Trego County, KS",2858
985,"Wabaunsee County, KS",6888
986,"Wallace County, KS",1575
987,"Washington County, KS",5525
988,"Wichita County, KS",2143
989,"Wilson County, KS",8780
990,"Woodson County, KS",3170
991,"Wyandotte County, KS",164345
992,"Adair County, KY",19241
993,"Allen County, KY",20794
994,"Anderson County, KY",22214
995,"Ballard County, KY",8090
996,"Barren County, KY",43680
997,"Bath County, KY",12268
998,"Bell County, KY",27188
999,"Boone County, KY",129095
1000,"Bourbon County, KY",20144
1001,"Boyd County, KY",48091
1002,"Boyle County, KY",29913
1003,"Bracken County, KY",8306
1004,"Breathitt County, KY",13116
1005,"Breckinridge County, KY",20080
1006,"Bullitt County, KY",79466
1007,"Butler County, KY",12745
1008,"Caldwell County, KY",12727
1009,"Calloway County, KY",38776
1010,"Campbell County, KY",92267
1011,"Carlisle County, KY",4841
1012,"Carroll County, KY",10711
1013,"Carter County, KY",27290
1014,"Casey County, KY",15796
1015,"Christian County, KY",72263
1016,"Clark County, KY",35872
1017,"Clay County, KY",20621
1018,"Clinton County, KY",10211
1019,"Crittenden County, KY",9083
1020,"Cumberland County, KY",6713
1021,"Daviess County, KY",99937
1022,"Edmonson County, KY",12122
1023,"Elliott County, KY",7517
1024,"Estill County, KY",14313
1025,"Fayette County, KY",318734
1026,"Fleming County, KY",14479
1027,"Floyd County, KY",36926
1028,"Franklin County, KY",50296
1029,"Fulton County, KY",6210
1030,"Gallatin County, KY",8703
1031,"Garrard County, KY",17328
1032,"Grant County, KY",24915
1033,"Graves County, KY",37294
1034,"Grayson County, KY",26178
1035,"Green County, KY",11023
1036,"Greenup County, KY",35765
1037,"Hancock County, KY",8719
1038,"Hardin County, KY",108095
1039,"Harlan County, KY",27134
1040,"Harrison County, KY",18668
1041,"Hart County, KY",18627
1042,"Henderson County, KY",46137
1043,"Henry County, KY",15814
1044,"Hickman County, KY",4568
1045,"Hopkins County, KY",45664
1046,"Jackson County, KY",13373
1047,"Jefferson County, KY",767154
1048,"Jessamine County, KY",52422
1049,"Johnson County, KY",22843
1050,"Kenton County, KY",164688
1051,"Knott County, KY",15513
1052,"Knox County, KY",31467
1053,"Larue County, KY",14156
1054,"Laurel County, KY",60180
1055,"Lawrence County, KY",15783
1056,"Lee County, KY",6751
1057,"Leslie County, KY",10472
1058,"Letcher County, KY",22676
1059,"Lewis County, KY",13490
1060,"Lincoln County, KY",24458
1061,"Livingston County, KY",9263
1062,"Logan County, KY",26849
1063,"Lyon County, KY",8186
1064,"McCracken County, KY",65284
1065,"McCreary County, KY",17635
1066,"McLean County, KY",9331
1067,"Madison County, KY",89700
1068,"Magoffin County, KY",12666
1069,"Marion County, KY",19232
1070,"Marshall County, KY",31166
1071,"Martin County, KY",11919
1072,"Mason County, KY",17153
1073,"Meade County, KY",28326
1074,"Menifee County, KY",6405
1075,"Mercer County, KY",21516
1076,"Metcalfe County, KY",10004
1077,"Monroe County, KY",10634
1078,"Montgomery County, KY",27759
1079,"Morgan County, KY",13285
1080,"Muhlenberg County, KY",31081
1081,"Nelson County, KY",45388
1082,"Nicholas County, KY",7100
1083,"Ohio County, KY",24071
1084,"Oldham County, KY",65374
1085,"Owen County, KY",10741
1086,"Owsley County, KY",4463
1087,"Pendleton County, KY",14520
1088,"Perry County, KY",26917
1089,"Pike County, KY",60483
1090,"Powell County, KY",12321
1091,"Pulaski County, KY",64145
1092,"Robertson County, KY",2143
1093,"Rockcastle County, KY",16827
1094,"Rowan County, KY",24499
1095,"Russell County, KY",17760
1096,"Scott County, KY",53517
1097,"Shelby County, KY",46786
1098,"Simpson County, KY",18063
1099,"Spencer County, KY",18246
1100,"Taylor County, KY",25500
1101,"Todd County, KY",12350
1102,"Trigg County, KY",14344
1103,"Trimble County, KY",8637
1104,"Union County, KY",14802
1105,"Warren County, KY",126427
1106,"Washington County, KY",12019
1107,"Wayne County, KY",20609
1108,"Webster County, KY",13155
1109,"Whitley County, KY",36089
1110,"Wolfe County, KY",7223
1111,"Woodford County, KY",26097
1112,"Acadia Parish, LA",62568
1113,"Allen Parish, LA",25661
1114,"Ascension Parish, LA",121176
1115,"Assumption Parish, LA",22714
1116,"Avoyelles Parish, LA",40882
1117,"Beauregard Parish, LA",36769
1118,"Bienville Parish, LA",13668
1119,"Bossier Parish, LA",126131
1120,"Caddo Parish, LA",248361
1121,"Calcasieu Parish, LA",200182
1122,"Caldwell Parish, LA",9996
1123,"Cameron Parish, LA",6868
1124,"Catahoula Parish, LA",9893
1125,"Claiborne Parish, LA",16153
1126,"Concordia Parish, LA",20021
1127,"De Soto Parish, LA",27216
1128,"East Baton Rouge Parish, LA",444094
1129,"East Carroll Parish, LA",7225
1130,"East Feliciana Parish, LA",19499
1131,"Evangeline Parish, LA",33636
1132,"Franklin Parish, LA",20322
1133,"Grant Parish, LA",22348
1134,"Iberia Parish, LA",72691
1135,"Iberville Parish, LA",32956
1136,"Jackson Parish, LA",15926
1137,"Jefferson Parish, LA",435300
1138,"Jefferson Davis Parish, LA",31467
1139,"Lafayette Parish, LA",240091
1140,"Lafourche Parish, LA",98214
1141,"LaSalle Parish, LA",14949
1142,"Lincoln Parish, LA",47356
1143,"Livingston Parish, LA",138111
1144,"Madison Parish, LA",11472
1145,"Morehouse Parish, LA",25992
1146,"Natchitoches Parish, LA",38963
1147,"Orleans Parish, LA",389648
1148,"Ouachita Parish, LA",156075
1149,"Plaquemines Parish, LA",23373
1150,"Pointe Coupee Parish, LA",22158
1151,"Rapides Parish, LA",131546
1152,"Red River Parish, LA",8618
1153,"Richland Parish, LA",20474
1154,"Sabine Parish, LA",24088
1155,"St. Bernard Parish, LA",45694
1156,"St. Charles Parish, LA",52724
1157,"St. Helena Parish, LA",10411
1158,"St. James Parish, LA",21357
1159,"St. John the Baptist Parish, LA",43446
1160,"St. Landry Parish, LA",83449
1161,"St. Martin Parish, LA",53752
1162,"St. Mary Parish, LA",51734
1163,"St. Tammany Parish, LA",252093
1164,"Tangipahoa Parish, LA",130504
1165,"Tensas Parish, LA",4666
1166,"Terrebonne Parish, LA",112587
1167,"Union Parish, LA",22475
1168,"Vermilion Parish, LA",59867
1169,"Vernon Parish, LA",51007
1170,"Washington Parish, LA",46457
1171,"Webster Parish, LA",39631
1172,"West Baton Rouge Parish, LA",25860
1173,"West Carroll Parish, LA",11180
1174,"West Feliciana Parish, LA",15377
1175,"Winn Parish, LA",14494
1176,"Androscoggin County, ME",107444
1177,"Aroostook County, ME",68269
1178,"Cumberland County, ME",290944
1179,"Franklin County, ME",30019
1180,"Hancock County, ME",54541
1181,"Kennebec County, ME",121545
1182,"Knox County, ME",39823
1183,"Lincoln County, ME",34067
1184,"Oxford County, ME",57325
1185,"Penobscot County, ME",151748
1186,"Piscataquis County, ME",16887
1187,"Sagadahoc County, ME",35277
1188,"Somerset County, ME",50710
1189,"Waldo County, ME",39418
1190,"Washington County, ME",31694
1191,"York County, ME",203102
1192,"Allegany County, MD",71977
1193,"Anne Arundel County, MD",567696
1194,"Baltimore County, MD",827625
1195,"Calvert County, MD",91082
1196,"Caroline County, MD",32875
1197,"Carroll County, MD",167522
1198,"Cecil County, MD",102517
1199,"Charles County, MD",157671
1200,"Dorchester County, MD",32261
1201,"Frederick County, MD",248472
1202,"Garrett County, MD",29376
1203,"Harford County, MD",251025
1204,"Howard County, MD",315327
1205,"Kent County, MD",19593
1206,"Montgomery County, MD",1040133
1207,"Prince George's County, MD",906202
1208,"Queen Anne's County, MD",49355
1209,"St. Mary's County, MD",111531
1210,"Somerset County, MD",25737
1211,"Talbot County, MD",37211
1212,"Washington County, MD",149811
1213,"Wicomico County, MD",102172
1214,"Worcester County, MD",51564
1215,"Baltimore city, MD",614700
1216,"Barnstable County, MA",213690
1217,"Berkshire County, MA",127328
1218,"Bristol County, MA",558905
1219,"Dukes County, MA",17313
1220,"Essex County, MA",781024
1221,"Franklin County, MA",70935
1222,"Hampden County, MA",469116
1223,"Hampshire County, MA",161159
1224,"Middlesex County, MA",1595192
1225,"Nantucket County, MA",11101
1226,"Norfolk County, MA",698249
1227,"Plymouth County, MA",512135
1228,"Suffolk County, MA",791766
1229,"Worcester County, MA",822280
1230,"Alcona County, MI",10364
1231,"Alger County, MI",9194
1232,"Allegan County, MI",115250
1233,"Alpena County, MI",28612
1234,"Antrim County, MI",23177
1235,"Arenac County, MI",15165
1236,"Baraga County, MI",8507
1237,"Barry County, MI",60057
1238,"Bay County, MI",104786
1239,"Benzie County, MI",17552
1240,"Berrien County, MI",154807
1241,"Branch County, MI",43584
1242,"Calhoun County, MI",134473
1243,"Cass County, MI",51460
1244,"Charlevoix County, MI",26219
1245,"Cheboygan County, MI",25458
1246,"Chippewa County, MI",37834
1247,"Clare County, MI",30616
1248,"Clinton County, MI",77896
1249,"Crawford County, MI",13836
1250,"Delta County, MI",36190
1251,"Dickinson County, MI",25570
1252,"Eaton County, MI",109155
1253,"Emmet County, MI",33039
1254,"Genesee County, MI",409361
1255,"Gladwin County, MI",25289
1256,"Gogebic County, MI",15414
1257,"Grand Traverse County, MI",91746
1258,"Gratiot County, MI",41067
1259,"Hillsdale County, MI",45830
1260,"Houghton County, MI",36360
1261,"Huron County, MI",31543
1262,"Ingham County, MI",289564
1263,"Ionia County, MI",64176
1264,"Iosco County, MI",25247
1265,"Iron County, MI",11212
1266,"Isabella County, MI",70775
1267,"Jackson County, MI",158913
1268,"Kalamazoo County, MI",261573
1269,"Kalkaska County, MI",17463
1270,"Kent County, MI",643140
1271,"Keweenaw County, MI",2130
1272,"Lake County, MI",11763
1273,"Lapeer County, MI",88202
1274,"Leelanau County, MI",21639
1275,"Lenawee County, MI",98474
1276,"Livingston County, MI",188482
1277,"Luce County, MI",6364
1278,"Mackinac County, MI",10817
1279,"Macomb County, MI",868704
1280,"Manistee County, MI",24444
1281,"Marquette County, MI",66939
1282,"Mason County, MI",28884
1283,"Mecosta County, MI",43264
1284,"Menominee County, MI",23234
1285,"Midland County, MI",83389
1286,"Missaukee County, MI",15006
1287,"Monroe County, MI",149699
1288,"Montcalm County, MI",63209
1289,"Montmorency County, MI",9261
1290,"Muskegon County, MI",173043
1291,"Newaygo County, MI",48142
1292,"Oakland County, MI",1250843
1293,"Oceana County, MI",26417
1294,"Ogemaw County, MI",20928
1295,"Ontonagon County, MI",5968
1296,"Osceola County, MI",23232
1297,"Oscoda County, MI",8277
1298,"Otsego County, MI",24397
1299,"Ottawa County, MI",284034
1300,"Presque Isle County, MI",12797
1301,"Roscommon County, MI",23877
1302,"Saginaw County, MI",192778
1303,"St. Clair County, MI",159566
1304,"St. Joseph County, MI",60897
1305,"Sanilac County, MI",41376
1306,"Schoolcraft County, MI",8069
1307,"Shiawassee County, MI",68493
1308,"Tuscola County, MI",53250
1309,"Van Buren County, MI",75272
1310,"Washtenaw County, MI",365961
1311,"Wayne County, MI",1761382
1312,"Wexford County, MI",33111
1313,"Aitkin County, MN",15834
1314,"Anoka County, MN",347431
1315,"Becker County, MN",33773
1316,"Beltrami County, MN",46117
1317,"Benton County, MN",39779
1318,"Big Stone County, MN",5016
1319,"Blue Earth County, MN",66322
1320,"Brown County, MN",25211
1321,"Carlton County, MN",35540
1322,"Carver County, MN",100416
1323,"Cass County, MN",29022
1324,"Chippewa County, MN",12010
1325,"Chisago County, MN",54727
1326,"Clay County, MN",62801
1327,"Clearwater County, MN",8812
1328,"Cook County, MN",5311
1329,"Cottonwood County, MN",11372
1330,"Crow Wing County, MN",63855
1331,"Dakota County, MN",418201
1332,"Dodge County, MN",20582
1333,"Douglas County, MN",37203
1334,"Faribault County, MN",13896
1335,"Fillmore County, MN",20888
1336,"Freeborn County, MN",30526
1337,"Goodhue County, MN",46217
1338,"Grant County, MN",5938
1339,"Hennepin County, MN",1235478
1340,"Houston County, MN",18663
1341,"Hubbard County, MN",20862
1342,"Isanti County, MN",38974
1343,"Itasca County, MN",45203
1344,"Jackson County, MN",10047
1345,"Kanabec County, MN",16004
1346,"Kandiyohi County, MN",42658
1347,"Kittson County, MN",4337
1348,"Koochiching County, MN",12644
1349,"Lac qui Parle County, MN",6773
1350,"Lake County, MN",10569
1351,"Lake of the Woods County, MN",3809
1352,"Le Sueur County, MN",27983
1353,"Lincoln County, MN",5707
1354,"Lyon County, MN",25839
1355,"McLeod County, MN",35825
1356,"Mahnomen County, MN",5506
1357,"Marshall County, MN",9392
1358,"Martin County, MN",19964
1359,"Meeker County, MN",23079
1360,"Mille Lacs County, MN",25728
1361,"Morrison County, MN",32949
1362,"Mower County, MN",39602
1363,"Murray County, MN",8353
1364,"Nicollet County, MN",33783
1365,"Nobles County, MN",21839
1366,"Norman County, MN",6559
1367,"Olmsted County, MN",153065
1368,"Otter Tail County, MN",57992
1369,"Pennington County, MN",14184
1370,"Pine County, MN",29129
1371,"Pipestone County, MN",9185
1372,"Polk County, MN",31591
1373,"Pope County, MN",10980
1374,"Ramsey County, MN",541493
1375,"Red Lake County, MN",4008
1376,"Redwood County, MN",15331
1377,"Renville County, MN",14721
1378,"Rice County, MN",65765
1379,"Rock County, MN",9413
1380,"Roseau County, MN",15462
1381,"St. Louis County, MN",200080
1382,"Scott County, MN",143372
1383,"Sherburne County, MN",93231
1384,"Sibley County, MN",14912
1385,"Stearns County, MN",156819
1386,"Steele County, MN",36676
1387,"Stevens County, MN",9784
1388,"Swift County, MN",9411
1389,"Todd County, MN",24440
1390,"Traverse County, MN",3337
1391,"Wabasha County, MN",21500
1392,"Wadena County, MN",13646
1393,"Waseca County, MN",18809
1394,"Washington County, MN",253317
1395,"Watonwan County, MN",10973
1396,"Wilkin County, MN",6343
1397,"Winona County, MN",50847
1398,"Wright County, MN",132745
1399,"Yellow Medicine County, MN",9868
1400,"Adams County, MS",31547
1401,"Alcorn County, MS",37180
1402,"Amite County, MS",12468
1403,"Attala County, MS",18581
1404,"Benton County, MS",8253
1405,"Bolivar County, MS",32592
1406,"Calhoun County, MS",14571
1407,"Carroll County, MS",10129
1408,"Chickasaw County, MS",17279
1409,"Choctaw County, MS",8321
1410,"Claiborne County, MS",9120
1411,"Clarke County, MS",15928
1412,"Clay County, MS",19808
1413,"Coahoma County, MS",23802
1414,"Copiah County, MS",28721
1415,"Covington County, MS",19091
1416,"DeSoto County, MS",176132
1417,"Forrest County, MS",75517
1418,"Franklin County, MS",7757
1419,"George County, MS",23710
1420,"Greene County, MS",13714
1421,"Grenada County, MS",21278
1422,"Hancock County, MS",46653
1423,"Harrison County, MS",202626
1424,"Hinds County, MS",241774
1425,"Holmes County, MS",18075
1426,"Humphreys County, MS",8539
1427,"Issaquena County, MS",1328
1428,"Itawamba County, MS",23480
1429,"Jackson County, MS",142014
1430,"Jasper County, MS",16529
1431,"Jefferson County, MS",7346
1432,"Jefferson Davis County, MS",11495
1433,"Jones County, MS",68454
1434,"Kemper County, MS",10107
1435,"Lafayette County, MS",53459
1436,"Lamar County, MS",61223
1437,"Lauderdale County, MS",77323
1438,"Lawrence County, MS",12630
1439,"Leake County, MS",22870
1440,"Lee County, MS",84915
1441,"Leflore County, MS",29804
1442,"Lincoln County, MS",34432
1443,"Lowndes County, MS",59437
1444,"Madison County, MS",103498
1445,"Marion County, MS",25202
1446,"Marshall County, MS",35787
1447,"Monroe County, MS",35840
1448,"Montgomery County, MS",10198
1449,"Neshoba County, MS",29376
1450,"Newton County, MS",21524
1451,"Noxubee County, MS",10828
1452,"Oktibbeha County, MS",49481
1453,"Panola County, MS",34243
1454,"Pearl River County, MS",55149
1455,"Perry County, MS",12028
1456,"Pike County, MS",39737
1457,"Pontotoc County, MS",31315
1458,"Prentiss County, MS",25360
1459,"Quitman County, MS",7372
1460,"Rankin County, MS",151240
1461,"Scott County, MS",28415
1462,"Sharkey County, MS",4511
1463,"Simpson County, MS",27073
1464,"Smith County, MS",16063
1465,"Stone County, MS",18375
1466,"Sunflower County, MS",26532
1467,"Tallahatchie County, MS",14361
1468,"Tate County, MS",28493
1469,"Tippah County, MS",21990
1470,"Tishomingo County, MS",19478
1471,"Tunica County, MS",10170
1472,"Union County, MS",28356
1473,"Walthall County, MS",14601
1474,"Warren County, MS",47075
1475,"Washington County, MS",47086
1476,"Wayne County, MS",20422
1477,"Webster County, MS",9828
1478,"Wilkinson County, MS",8990
1479,"Winston County, MS",18358
1480,"Yalobusha County, MS",12421
1481,"Yazoo County, MS",27974
1482,"Adair County, MO",25325
1483,"Andrew County, MO",17403
1484,"Atchison County, MO",5270
1485,"Audrain County, MO",25735
1486,"Barry County, MO",35493
1487,"Barton County, MO",11850
1488,"Bates County, MO",16374
1489,"Benton County, MO",18989
1490,"Bollinger County, MO",12281
1491,"Boone County, MO",176515
1492,"Buchanan County, MO",89076
1493,"Butler County, MO",42733
1494,"Caldwell County, MO",9049
1495,"Callaway County, MO",44840
1496,"Camden County, MO",45096
1497,"Cape Girardeau County, MO",78324
1498,"Carroll County, MO",8843
1499,"Carter County, MO",6197
1500,"Cass County, MO",102678
1501,"Cedar County, MO",13938
1502,"Chariton County, MO",7546
1503,"Christian County, MO",84275
1504,"Clark County, MO",6800
1505,"Clay County, MO",239164
1506,"Clinton County, MO",20475
1507,"Cole County, MO",76740
1508,"Cooper County, MO",17622
1509,"Crawford County, MO",24280
1510,"Dade County, MO",7590
1511,"Dallas County, MO",16499
1512,"Daviess County, MO",8302
1513,"DeKalb County, MO",12564
1514,"Dent County, MO",15504
1515,"Douglas County, MO",13374
1516,"Dunklin County, MO",30428
1517,"Franklin County, MO",102781
1518,"Gasconade County, MO",14746
1519,"Gentry County, MO",6665
1520,"Greene County, MO",288429
1521,"Grundy County, MO",10039
1522,"Harrison County, MO",8554
1523,"Henry County, MO",21765
1524,"Hickory County, MO",9368
1525,"Holt County, MO",4456
1526,"Howard County, MO",10113
1527,"Howell County, MO",40102
1528,"Iron County, MO",10221
1529,"Jackson County, MO",692003
1530,"Jasper County, MO",119238
1531,"Jefferson County, MO",223302
1532,"Johnson County, MO",53689
1533,"Knox County, MO",3951
1534,"Laclede County, MO",35507
1535,"Lafayette County, MO",32589
1536,"Lawrence County, MO",38133
1537,"Lewis County, MO",10027
1538,"Lincoln County, MO",55563
1539,"Linn County, MO",12186
1540,"Livingston County, MO",15076
1541,"McDonald County, MO",22827
1542,"Macon County, MO",15254
1543,"Madison County, MO",12205
1544,"Maries County, MO",8884
1545,"Marion County, MO",28672
1546,"Mercer County, MO",3664
1547,"Miller County, MO",25049
1548,"Mississippi County, MO",13748
1549,"Moniteau County, MO",15958
1550,"Monroe County, MO",8654
1551,"Montgomery County, MO",11545
1552,"Morgan County, MO",20137
1553,"New Madrid County, MO",17811
1554,"Newton County, MO",58202
1555,"Nodaway County, MO",22547
1556,"Oregon County, MO",10699
1557,"Osage County, MO",13619
1558,"Ozark County, MO",9236
1559,"Pemiscot County, MO",17031
1560,"Perry County, MO",19146
1561,"Pettis County, MO",42371
1562,"Phelps County, MO",44789
1563,"Pike County, MO",18489
1564,"Platte County, MO",98824
1565,"Polk County, MO",31549
1566,"Pulaski County, MO",52591
1567,"Putnam County, MO",4815
1568,"Ralls County, MO",10217
1569,"Randolph County, MO",24945
1570,"Ray County, MO",22825
1571,"Reynolds County, MO",6315
1572,"Ripley County, MO",13693
1573,"St. Charles County, MO",389985
1574,"St. Clair County, MO",9383
1575,"Ste. Genevieve County, MO",17871
1576,"St. Francois County, MO",66342
1577,"St. Louis County, MO",998684
1578,"Saline County, MO",23102
1579,"Schuyler County, MO",4502
1580,"Scotland County, MO",4898
1581,"Scott County, MO",38729
1582,"Shannon County, MO",8246
1583,"Shelby County, MO",6061
1584,"Stoddard County, MO",29512
1585,"Stone County, MO",31527
1586,"Sullivan County, MO",6317
1587,"Taney County, MO",54720
1588,"Texas County, MO",25671
1589,"Vernon County, MO",20691
1590,"Warren County, MO",33908
1591,"Washington County, MO",24931
1592,"Wayne County, MO",13308
1593,"Webster County, MO",38082
1594,"Worth County, MO",2040
1595,"Wright County, MO",18293
1596,"St. Louis city, MO",311273
1597,"Beaverhead County, MT",9393
1598,"Big Horn County, MT",13376
1599,"Blaine County, MT",6727
1600,"Broadwater County, MT",5834
1601,"Carbon County, MT",10546
1602,"Carter County, MT",1318
1603,"Cascade County, MT",81746
1604,"Chouteau County, MT",5789
1605,"Custer County, MT",11845
1606,"Daniels County, MT",1753
1607,"Dawson County, MT",9191
1608,"Deer Lodge County, MT",9100
1609,"Fallon County, MT",2838
1610,"Fergus County, MT",11273
1611,"Flathead County, MT",98082
1612,"Gallatin County, MT",104729
1613,"Garfield County, MT",1141
1614,"Glacier County, MT",13699
1615,"Golden Valley County, MT",724
1616,"Granite County, MT",3269
1617,"Hill County, MT",16439
1618,"Jefferson County, MT",11778
1619,"Judith Basin County, MT",1951
1620,"Lake County, MT",29774
1621,"Lewis and Clark County, MT",67077
1622,"Liberty County, MT",2280
1623,"Lincoln County, MT",19358
1624,"McCone County, MT",1630
1625,"Madison County, MT",8218
1626,"Meagher County, MT",1968
1627,"Mineral County, MT",4211
1628,"Missoula County, MT",115983
1629,"Musselshell County, MT",4807
1630,"Park County, MT",16246
1631,"Petroleum County, MT",432
1632,"Phillips County, MT",4124
1633,"Pondera County, MT",6044
1634,"Powder River County, MT",1619
1635,"Powell County, MT",6861
1636,"Prairie County, MT",1342
1637,"Ravalli County, MT",41902
1638,"Richland County, MT",11360
1639,"Roosevelt County, MT",11228
1640,"Rosebud County, MT",9250
1641,"Sanders County, MT",11521
1642,"Sheridan County, MT",3574
1643,"Silver Bow County, MT",34814
1644,"Stillwater County, MT",9410
1645,"Sweet Grass County, MT",3653
1646,"Teton County, MT",6080
1647,"Toole County, MT",4976
1648,"Treasure County, MT",777
1649,"Valley County, MT",7532
1650,"Wheatland County, MT",2149
1651,"Wibaux County, MT",1175
1652,"Yellowstone County, MT",157816
1653,"Adams County, NE",31583
1654,"Antelope County, NE",6372
1655,"Arthur County, NE",418
1656,"Banner County, NE",696
1657,"Blaine County, NE",480
1658,"Boone County, NE",5313
1659,"Box Butte County, NE",11089
1660,"Boyd County, NE",2042
1661,"Brown County, NE",2988
1662,"Buffalo County, NE",49030
1663,"Burt County, NE",6528
1664,"Butler County, NE",8067
1665,"Cass County, NE",25702
1666,"Cedar County, NE",8523
1667,"Chase County, NE",3734
1668,"Cherry County, NE",5790
1669,"Cheyenne County, NE",9852
1670,"Clay County, NE",6232
1671,"Colfax County, NE",10760
1672,"Cuming County, NE",8991
1673,"Custer County, NE",10830
1674,"Dakota County, NE",20317
1675,"Dawes County, NE",8896
1676,"Dawson County, NE",23804
1677,"Deuel County, NE",1894
1678,"Dixon County, NE",5746
1679,"Dodge County, NE",36683
1680,"Douglas County, NE",554992
1681,"Dundy County, NE",2023
1682,"Fillmore County, NE",5574
1683,"Franklin County, NE",3006
1684,"Frontier County, NE",2609
1685,"Furnas County, NE",4786
1686,"Gage County, NE",21595
1687,"Garden County, NE",1860
1688,"Garfield County, NE",1975
1689,"Gosper County, NE",2015
1690,"Grant County, NE",718
1691,"Greeley County, NE",2410
1692,"Hall County, NE",61343
1693,"Hamilton County, NE",9178
1694,"Harlan County, NE",3438
1695,"Hayes County, NE",943
1696,"Hitchcock County, NE",2843
1697,"Holt County, NE",10245
1698,"Hooker County, NE",691
1699,"Howard County, NE",6405
1700,"Jefferson County, NE",7188
1701,"Johnson County, NE",5197
1702,"Kearney County, NE",6552
1703,"Keith County, NE",8099
1704,"Keya Paha County, NE",792
1705,"Kimball County, NE",3667
1706,"Knox County, NE",8460
1707,"Lancaster County, NE",310094
1708,"Lincoln County, NE",35433
1709,"Logan County, NE",886
1710,"Loup County, NE",585
1711,"McPherson County, NE",454
1712,"Madison County, NE",35164
1713,"Merrick County, NE",7803
1714,"Morrill County, NE",4841
1715,"Nance County, NE",3554
1716,"Nemaha County, NE",7004
1717,"Nuckolls County, NE",4275
1718,"Otoe County, NE",15896
1719,"Pawnee County, NE",2676
1720,"Perkins County, NE",2907
1721,"Phelps County, NE",9120
1722,"Pierce County, NE",7157
1723,"Platte County, NE",33063
1724,"Polk County, NE",5255
1725,"Red Willow County, NE",10806
1726,"Richardson County, NE",8009
1727,"Rock County, NE",1350
1728,"Saline County, NE",14288
1729,"Sarpy County, NE",178351
1730,"Saunders County, NE",21024
1731,"Scotts Bluff County, NE",36255
1732,"Seward County, NE",17127
1733,"Sheridan County, NE",5234
1734,"Sherman County, NE",3042
1735,"Sioux County, NE",1266
1736,"Stanton County, NE",5992
1737,"Thayer County, NE",5098
1738,"Thomas County, NE",645
1739,"Thurston County, NE",7140
1740,"Valley County, NE",4224
1741,"Washington County, NE",20219
1742,"Wayne County, NE",9367
1743,"Webster County, NE",3571
1744,"Wheeler County, NE",822
1745,"York County, NE",13799
1746,"Churchill County, NV",24010
1747,"Clark County, NV",2141574
1748,"Douglas County, NV",47828
1749,"Elko County, NV",52252
1750,"Esmeralda County, NV",981
1751,"Eureka County, NV",1830
1752,"Humboldt County, NV",16904
1753,"Lander County, NV",5746
1754,"Lincoln County, NV",5174
1755,"Lyon County, NV",53155
1756,"Mineral County, NV",4448
1757,"Nye County, NV",43705
1758,"Pershing County, NV",6611
1759,"Storey County, NV",3941
1760,"Washoe County, NV",450486
1761,"White Pine County, NV",9737
1762,"Carson City, NV",54467
1763,"Belknap County, NH",60640
1764,"Carroll County, NH",47840
1765,"Cheshire County, NH",76263
1766,"Coos County, NH",32038
1767,"Grafton County, NH",89811
1768,"Hillsborough County, NH",411087
1769,"Merrimack County, NH",149452
1770,"Rockingham County, NH",305129
1771,"Strafford County, NH",128237
1772,"Sullivan County, NH",43125
1773,"Atlantic County, NJ",268539
1774,"Bergen County, NJ",929999
1775,"Burlington County, NJ",446367
