,GEO_NAME,County_Population
2647,"Johnson County, TX",163475
2648,"Jones County, TX",19891
2649,"Karnes County, TX",15387
2650,"Kaufman County, TX",118910
2651,"Kendall County, TX",41982
2652,"Kenedy County, TX",595
2653,"Kent County, TX",749
2654,"Kerr County, TX",51365
2655,"Kimble County, TX",4408
2656,"Kinney County, TX",3675
2657,"Kleberg County, TX",31425
2658,"Knox County, TX",3733
2659,"Lamar County, TX",49532
2660,"Lamb County, TX",13262
2661,"Lampasas County, TX",20640
2662,"La Salle County, TX",7409
2663,"Lavaca County, TX",19941
2664,"Lee County, TX",16952
2665,"Leon County, TX",17098
2666,"Liberty County, TX",81862
2667,"Limestone County, TX",23515
2668,"Lipscomb County, TX",3469
2669,"Live Oak County, TX",12123
2670,"Llano County, TX",20640
2671,"Loving County, TX",102
2672,"Lubbock County, TX",301454
2673,"Lynn County, TX",5808
2674,"McCulloch County, TX",8098
2675,"McLennan County, TX",248429
2676,"McMullen County, TX",662
2677,"Madison County, TX",14128
2678,"Marion County, TX",10083
2679,"Martin County, TX",5614
2680,"Mason County, TX",4161
2681,"Matagorda County, TX",36743
2682,"Maverick County, TX",57970
2683,"Medina County, TX",49334
2684,"Menard County, TX",2123
2685,"Midland County, TX",164194
2686,"Milam County, TX",24664
2687,"Mills County, TX",4902
2688,"Mitchell County, TX",8558
2689,"Montague County, TX",19409
2690,"Montgomery County, TX",554445
2691,"Moore County, TX",21801
2692,"Morris County, TX",12424
2693,"Motley County, TX",1156
2694,"Nacogdoches County, TX",65558
2695,"Navarro County, TX",48583
2696,"Newton County, TX",14057
2697,"Nolan County, TX",14966
2698,"Nueces County, TX",360486
2699,"Ochiltree County, TX",10348
2700,"Oldham County, TX",2090
2701,"Orange County, TX",84047
2702,"Palo Pinto County, TX",28317
2703,"Panola County, TX",23440
2704,"Parker County, TX",129802
2705,"Parmer County, TX",9852
2706,"Pecos County, TX",15797
2707,"Polk County, TX",47837
2708,"Potter County, TX",120899
2709,"Presidio County, TX",7123
2710,"Rains County, TX",11473
2711,"Randall County, TX",132475
2712,"Reagan County, TX",3752
2713,"Real County, TX",3389
2714,"Red River County, TX",12275
2715,"Reeves County, TX",15125
2716,"Refugio County, TX",7236
2717,"Roberts County, TX",885
2718,"Robertson County, TX",16890
2719,"Rockwall County, TX",93642
2720,"Runnels County, TX",10310
2721,"Rusk County, TX",53595
2722,"Sabine County, TX",10458
2723,"San Augustine County, TX",8327
2724,"San Jacinto County, TX",27819
2725,"San Patricio County, TX",67046
2726,"San Saba County, TX",5962
2727,"Schleicher County, TX",3061
2728,"Scurry County, TX",17239
2729,"Shackelford County, TX",3311
2730,"Shelby County, TX",25478
2731,"Sherman County, TX",3058
2732,"Smith County, TX",225015
2733,"Somervell County, TX",8743
2734,"Starr County, TX",63894
2735,"Stephens County, TX",9372
2736,"Sterling County, TX",1141
2737,"Stonewall County, TX",1385
2738,"Sutton County, TX",3865
2739,"Swisher County, TX",7484
2740,"Tarrant County, TX",2019977
2741,"Taylor County, TX",136348
2742,"Terrell County, TX",862
2743,"Terry County, TX",12615
2744,"Throckmorton County, TX",1567
2745,"Titus County, TX",32730
2746,"Tom Green County, TX",117466
2747,"Travis County, TX",1203166
2748,"Trinity County, TX",14569
2749,"Tyler County, TX",21496
2750,"Upshur County, TX",40769
2751,"Upton County, TX",3634
2752,"Uvalde County, TX",27009
2753,"Val Verde County, TX",49027
2754,"Van Zandt County, TX",54368
2755,"Victoria County, TX",91970
2756,"Walker County, TX",71539
2757,"Waller County, TX",49987
2758,"Ward County, TX",11586
2759,"Washington County, TX",34796
2760,"Webb County, TX",272053
2761,"Wharton County, TX",41551
2762,"Wheeler County, TX",5482
2763,"Wichita County, TX",131818
2764,"Wilbarger County, TX",12906
2765,"Willacy County, TX",21754
2766,"Williamson County, TX",527057
2767,"Wilson County, TX",48198
2768,"Winkler County, TX",7802
2769,"Wise County, TX",64639
2770,"Wood County, TX",43815
2771,"Yoakum County, TX",8571
2772,"Young County, TX",18114
2773,"Zapata County, TX",14369
2774,"Zavala County, TX",12131
2775,"Beaver County, UT",6443
2776,"Box Elder County, UT",53001
2777,"Cache County, UT",122336
2778,"Carbon County, UT",20356
2779,"Daggett County, UT",612
2780,"Davis County, UT",340621
2781,"Duchesne County, UT",20219
2782,"Emery County, UT",10248
2783,"Garfield County, UT",5017
2784,"Grand County, UT",9616
2785,"Iron County, UT",49691
2786,"Juab County, UT",10948
2787,"Kane County, UT",7350
2788,"Millard County, UT",12733
2789,"Morgan County, UT",11391
2790,"Piute County, UT",1904
2791,"Rich County, UT",2350
2792,"Salt Lake County, UT",1120805
2793,"San Juan County, UT",15281
2794,"Sanpete County, UT",29366
2795,"Sevier County, UT",21118
2796,"Summit County, UT",40511
2797,"Tooele County, UT",65185
2798,"Uintah County, UT",36323
2799,"Utah County, UT",590440
2800,"Wasatch County, UT",30523
2801,"Washington County, UT",160537
2802,"Wayne County, UT",2694
2803,"Weber County, UT",247731
2804,"Addison County, VT",36939
2805,"Bennington County, VT",35920
2806,"Caledonia County, VT",30425
2807,"Chittenden County, VT",162052
2808,"Essex County, VT",6208
2809,"Franklin County, VT",49025
2810,"Grand Isle County, VT",6965
2811,"Lamoille County, VT",25268
2812,"Orange County, VT",28937
2813,"Orleans County, VT",26911
2814,"Rutland County, VT",59273
2815,"Washington County, VT",58477
2816,"Windham County, VT",43150
2817,"Windsor County, VT",55427
2818,"Accomack County, VA",32742
2819,"Albemarle County, VA",106355
2820,"Alleghany County, VA",15286
2821,"Amelia County, VA",12854
2822,"Amherst County, VA",31882
2823,"Appomattox County, VA",15577
2824,"Arlington County, VA",231803
2825,"Augusta County, VA",74701
2826,"Bath County, VA",4393
2827,"Bedford County, VA",77908
2828,"Bland County, VA",6447
2829,"Botetourt County, VA",33222
2830,"Brunswick County, VA",16665
2831,"Buchanan County, VA",22138
2832,"Buckingham County, VA",17004
2833,"Campbell County, VA",55170
2834,"Caroline County, VA",30184
2835,"Carroll County, VA",29738
2836,"Charles City County, VA",6995
2837,"Charlotte County, VA",12095
2838,"Chesterfield County, VA",339447
2839,"Clarke County, VA",14365
2840,"Craig County, VA",5113
2841,"Culpeper County, VA",50450
2842,"Cumberland County, VA",9786
2843,"Dickenson County, VA",14960
2844,"Dinwiddie County, VA",28308
2845,"Essex County, VA",11036
2846,"Fairfax County, VA",1143529
2847,"Fauquier County, VA",69115
2848,"Floyd County, VA",15666
2849,"Fluvanna County, VA",26282
2850,"Franklin County, VA",56233
2851,"Frederick County, VA",85153
2852,"Giles County, VA",16814
2853,"Gloucester County, VA",37161
2854,"Goochland County, VA",22482
2855,"Grayson County, VA",15811
2856,"Greene County, VA",19410
2857,"Greensville County, VA",11659
2858,"Halifax County, VA",34779
2859,"Hanover County, VA",104449
2860,"Henrico County, VA",325642
2861,"Henry County, VA",51588
2862,"Highland County, VA",2214
2863,"Isle of Wight County, VA",36372
2864,"James City County, VA",74153
2865,"King and Queen County, VA",7052
2866,"King George County, VA",25890
2867,"King William County, VA",16497
2868,"Lancaster County, VA",10804
2869,"Lee County, VA",24134
2870,"Loudoun County, VA",385143
2871,"Louisa County, VA",35380
2872,"Lunenburg County, VA",12278
2873,"Madison County, VA",13139
2874,"Mathews County, VA",8796
2875,"Mecklenburg County, VA",30847
2876,"Middlesex County, VA",10700
2877,"Montgomery County, VA",97997
2878,"Nelson County, VA",14812
2879,"New Kent County, VA",21103
2880,"Northampton County, VA",11957
2881,"Northumberland County, VA",12223
2882,"Nottoway County, VA",15500
2883,"Orange County, VA",35612
2884,"Page County, VA",23749
2885,"Patrick County, VA",17859
2886,"Pittsylvania County, VA",61676
2887,"Powhatan County, VA",28574
2888,"Prince Edward County, VA",22956
2889,"Prince George County, VA",37894
2890,"Prince William County, VA",456749
2891,"Pulaski County, VA",34234
2892,"Rappahannock County, VA",7332
2893,"Richmond County, VA",8878
2894,"Roanoke County, VA",93583
2895,"Rockbridge County, VA",22509
2896,"Rockingham County, VA",79444
2897,"Russell County, VA",27408
2898,"Scott County, VA",22009
2899,"Shenandoah County, VA",43045
2900,"Smyth County, VA",31059
2901,"Southampton County, VA",17939
2902,"Spotsylvania County, VA",131412
2903,"Stafford County, VA",144012
2904,"Surry County, VA",6600
2905,"Sussex County, VA",11486
2906,"Tazewell County, VA",42080
2907,"Warren County, VA",39449
2908,"Washington County, VA",54406
2909,"Westmoreland County, VA",17638
2910,"Wise County, VA",39025
2911,"Wythe County, VA",28940
2912,"York County, VA",67587
2913,"Alexandria city, VA",156505
2914,"Bristol city, VA",16843
2915,"Buena Vista city, VA",6399
2916,"Charlottesville city, VA",47042
2917,"Chesapeake city, VA",237820
2918,"Colonial Heights city, VA",17593
2919,"Covington city, VA",5582
2920,"Danville city, VA",41512
2921,"Emporia city, VA",5381
2922,"Fairfax city, VA",23865
2923,"Falls Church city, VA",14067
2924,"Franklin city, VA",8211
2925,"Fredericksburg city, VA",28469
2926,"Galax city, VA",6638
2927,"Hampton city, VA",135583
2928,"Harrisonburg city, VA",53391
2929,"Hopewell city, VA",22408
2930,"Lexington city, VA",7110
2931,"Lynchburg city, VA",80131
2932,"Manassas city, VA",41457
2933,"Manassas Park city, VA",16423
2934,"Martinsville city, VA",13101
2935,"Newport News city, VA",180145
2936,"Norfolk city, VA",245592
2937,"Norton city, VA",3990
2938,"Petersburg city, VA",31827
2939,"Poquoson city, VA",12039
2940,"Portsmouth city, VA",95311
2941,"Radford city, VA",17630
2942,"Richmond city, VA",223787
2943,"Roanoke city, VA",99621
2944,"Salem city, VA",25519
2945,"Staunton city, VA",24452
2946,"Suffolk city, VA",89160
2947,"Virginia Beach city, VA",450135
2948,"Waynesboro city, VA",21926
2949,"Williamsburg city, VA",14788
2950,"Winchester city, VA",27789
2951,"Adams County, WA",19452
2952,"Asotin County, WA",22337
2953,"Benton County, WA",194168
2954,"Chelan County, WA",75757
2955,"Clallam County, WA",74487
2956,"Clark County, WA",465384
2957,"Columbia County, WA",4001
2958,"Cowlitz County, WA",105112
2959,"Douglas County, WA",41371
2960,"Ferry County, WA",7576
2961,"Franklin County, WA",90660
2962,"Garfield County, WA",2224
2963,"Grant County, WA",94860
2964,"Grays Harbor County, WA",71967
2965,"Island County, WA",81636
2966,"Jefferson County, WA",30856
2967,"King County, WA",2163257
2968,"Kitsap County, WA",262475
2969,"Kittitas County, WA",44825
2970,"Klickitat County, WA",21396
2971,"Lewis County, WA",76947
2972,"Lincoln County, WA",10435
2973,"Mason County, WA",62627
2974,"Okanogan County, WA",41638
2975,"Pacific County, WA",21281
2976,"Pend Oreille County, WA",13219
2977,"Pierce County, WA",859840
2978,"San Juan County, WA",16473
2979,"Skagit County, WA",123907
2980,"Skamania County, WA",11620
2981,"Snohomish County, WA",786620
2982,"Spokane County, WA",497875
2983,"Stevens County, WA",44214
2984,"Thurston County, WA",274684
2985,"Wahkiakum County, WA",4189
2986,"Walla Walla County, WA",60236
2987,"Whatcom County, WA",216812
2988,"Whitman County, WA",48593
2989,"Yakima County, WA",249325
2990,"Barbour County, WV",16730
2991,"Berkeley County, WV",113495
2992,"Boone County, WV",22817
2993,"Braxton County, WV",14282
2994,"Brooke County, WV",22772
2995,"Cabell County, WV",95318
2996,"Calhoun County, WV",7396
2997,"Clay County, WV",8785
2998,"Doddridge County, WV",8536
2999,"Fayette County, WV",44126
3000,"Gilmer County, WV",8205
3001,"Grant County, WV",11641
3002,"Greenbrier County, WV",35347
3003,"Hampshire County, WV",23363
3004,"Hancock County, WV",29680
3005,"Hardy County, WV",13842
3006,"Harrison County, WV",68209
3007,"Jackson County, WV",29018
3008,"Jefferson County, WV",56179
3009,"Kanawha County, WV",185710
3010,"Lewis County, WV",16276
3011,"Lincoln County, WV",21078
3012,"Logan County, WV",33801
3013,"McDowell County, WV",19217
3014,"Marion County, WV",56497
3015,"Marshall County, WV",31645
3016,"Mason County, WV",26939
3017,"Mercer County, WV",60486
3018,"Mineral County, WV",27278
3019,"Mingo County, WV",24741
3020,"Monongalia County, WV",105252
3021,"Monroe County, WV",13467
3022,"Morgan County, WV",17624
3023,"Nicholas County, WV",25324
3024,"Ohio County, WV",42547
3025,"Pendleton County, WV",7056
3026,"Pleasants County, WV",7507
3027,"Pocahontas County, WV",8531
3028,"Preston County, WV",33837
3029,"Putnam County, WV",56652
3030,"Raleigh County, WV",76232
3031,"Randolph County, WV",29065
3032,"Ritchie County, WV",9932
3033,"Roane County, WV",14205
3034,"Summers County, WV",13018
3035,"Taylor County, WV",16951
3036,"Tucker County, WV",7027
3037,"Tyler County, WV",8909
3038,"Upshur County, WV",24605
3039,"Wayne County, WV",40708
3040,"Webster County, WV",8518
3041,"Wetzel County, WV",15614
3042,"Wirt County, WV",5797
3043,"Wood County, WV",85556
3044,"Wyoming County, WV",21711
3045,"Adams County, WI",20073
3046,"Ashland County, WI",15712
3047,"Barron County, WI",45252
3048,"Bayfield County, WI",14992
3049,"Brown County, WI",259786
3050,"Buffalo County, WI",13167
3051,"Burnett County, WI",15258
3052,"Calumet County, WI",49807
3053,"Chippewa County, WI",63635
3054,"Clark County, WI",34491
3055,"Columbia County, WI",56954
3056,"Crawford County, WI",16288
3057,"Dane County, WI",529843
3058,"Dodge County, WI",87776
3059,"Door County, WI",27439
3060,"Douglas County, WI",43402
3061,"Dunn County, WI",44498
3062,"Eau Claire County, WI",102991
3063,"Florence County, WI",4337
3064,"Fond du Lac County, WI",102315
3065,"Forest County, WI",9018
3066,"Grant County, WI",51828
3067,"Green County, WI",36864
3068,"Green Lake County, WI",18757
3069,"Iowa County, WI",23620
3070,"Iron County, WI",5715
3071,"Jackson County, WI",20506
3072,"Jefferson County, WI",84652
3073,"Juneau County, WI",26419
3074,"Kenosha County, WI",168330
3075,"Kewaunee County, WI",20360
3076,"La Crosse County, WI",117850
3077,"Lafayette County, WI",16735
3078,"Langlade County, WI",19164
3079,"Lincoln County, WI",27848
3080,"Manitowoc County, WI",79407
3081,"Marathon County, WI",135264
3082,"Marinette County, WI",40537
3083,"Marquette County, WI",15207
3084,"Menominee County, WI",4579
3085,"Milwaukee County, WI",954209
3086,"Monroe County, WI",45502
3087,"Oconto County, WI",37556
3088,"Oneida County, WI",35345
3089,"Outagamie County, WI",184754
3090,"Ozaukee County, WI",88284
3091,"Pepin County, WI",7262
3092,"Pierce County, WI",41603
3093,"Polk County, WI",43349
3094,"Portage County, WI",70599
3095,"Price County, WI",13490
3096,"Racine County, WI",195398
3097,"Richland County, WI",17539
3098,"Rock County, WI",161769
3099,"Rusk County, WI",14183
3100,"St. Croix County, WI",87917
3101,"Sauk County, WI",63596
3102,"Sawyer County, WI",16370
3103,"Shawano County, WI",41009
3104,"Sheboygan County, WI",115205
3105,"Taylor County, WI",20356
3106,"Trempealeau County, WI",29438
3107,"Vernon County, WI",30516
3108,"Vilas County, WI",21593
3109,"Walworth County, WI",103013
3110,"Washburn County, WI",15689
3111,"Washington County, WI",134535
3112,"Waukesha County, WI",398879
3113,"Waupaca County, WI",51444
3114,"Waushara County, WI",24116
3115,"Winnebago County, WI",169926
3116,"Wood County, WI",73274
3117,"Albany County, WY",38102
3118,"Big Horn County, WY",11901
3119,"Campbell County, WY",47708
3120,"Carbon County, WY",15477
3121,"Converse County, WY",13997
3122,"Crook County, WY",7410
3123,"Fremont County, WY",40076
3124,"Goshen County, WY",13438
3125,"Hot Springs County, WY",4680
3126,"Johnson County, WY",8515
3127,"Laramie County, WY",97692
3128,"Lincoln County, WY",19011
3129,"Natrona County, WY",80610
3130,"Niobrara County, WY",2448
3131,"Park County, WY",29121
3132,"Platte County, WY",8673
3133,"Sheridan County, WY",30012
3134,"Sublette County, WY",9951
3135,"Sweetwater County, WY",44117
3136,"Teton County, WY",23059
3137,"Uinta County, WY",20609
3138,"Washakie County, WY",8129
3139,"Weston County, WY",7100
3140,"Adjuntas Municipio, PR",18181
3141,"Aguada Municipio, PR",38643
3142,"Aguadilla Municipio, PR",54166
3143,"Aguas Buenas Municipio, PR",26275
3144,"Aibonito Municipio, PR",23457
3145,"Añasco Municipio, PR",27368
3146,"Arecibo Municipio, PR",87242
3147,"Arroyo Municipio, PR",18111
3148,"Barceloneta Municipio, PR",24299
3149,"Barranquitas Municipio, PR",28755
3150,"Bayamón Municipio, PR",182955
3151,"Cabo Rojo Municipio, PR",49005
3152,"Caguas Municipio, PR",131363
3153,"Camuy Municipio, PR",32222
3154,"Canóvanas Municipio, PR",46108
3155,"Carolina Municipio, PR",157453
3156,"Cataño Municipio, PR",24888
3157,"Cayey Municipio, PR",44530
3158,"Ceiba Municipio, PR",11853
3159,"Ciales Municipio, PR",16912
3160,"Cidra Municipio, PR",40343
3161,"Coamo Municipio, PR",39265
3162,"Comerío Municipio, PR",19539
3163,"Corozal Municipio, PR",34165
3164,"Culebra Municipio, PR",1314
3165,"Dorado Municipio, PR",37208
3166,"Fajardo Municipio, PR",32001
3167,"Florida Municipio, PR",11910
3168,"Guánica Municipio, PR",16783
3169,"Guayama Municipio, PR",41706
3170,"Guayanilla Municipio, PR",19008
3171,"Guaynabo Municipio, PR",88663
3172,"Gurabo Municipio, PR",46894
3173,"Hatillo Municipio, PR",40390
3174,"Hormigueros Municipio, PR",16180
3175,"Humacao Municipio, PR",53466
3176,"Isabela Municipio, PR",42420
3177,"Jayuya Municipio, PR",14906
3178,"Juana Díaz Municipio, PR",46960
3179,"Juncos Municipio, PR",39128
3180,"Lajas Municipio, PR",23315
3181,"Lares Municipio, PR",26451
3182,"Las Marías Municipio, PR",8599
3183,"Las Piedras Municipio, PR",37768
3184,"Loíza Municipio, PR",26463
3185,"Luquillo Municipio, PR",18547
3186,"Manatí Municipio, PR",39692
3187,"Maricao Municipio, PR",6202
3188,"Maunabo Municipio, PR",11023
3189,"Mayagüez Municipio, PR",77255
3190,"Moca Municipio, PR",36872
3191,"Morovis Municipio, PR",31320
3192,"Naguabo Municipio, PR",26266
3193,"Naranjito Municipio, PR",28557
3194,"Orocovis Municipio, PR",21407
3195,"Patillas Municipio, PR",17334
3196,"Peñuelas Municipio, PR",20984
3197,"Ponce Municipio, PR",143926
3198,"Quebradillas Municipio, PR",24036
3199,"Rincón Municipio, PR",14269
3200,"Río Grande Municipio, PR",50550
3201,"Sabana Grande Municipio, PR",23054
3202,"Salinas Municipio, PR",28633
3203,"San Germán Municipio, PR",32114
3204,"San Juan Municipio, PR",344606
3205,"San Lorenzo Municipio, PR",37873
3206,"San Sebastián Municipio, PR",37964
3207,"Santa Isabel Municipio, PR",22066
3208,"Toa Alta Municipio, PR",73405
3209,"Toa Baja Municipio, PR",79726
3210,"Trujillo Alto Municipio, PR",67780
3211,"Utuado Municipio, PR",29402
3212,"Vega Alta Municipio, PR",37724
3213,"Vega Baja Municipio, PR",53371
3214,"Vieques Municipio, PR",8771
3215,"Villalba Municipio, PR",22993
3216,"Yabucoa Municipio, PR",34149
3217,"Yauco Municipio, PR",36439
3218,"Kalawao County, HI",75
3219,"King County, TX",228
